model	kind	n_prompts	rep	r2_face	r2_quad	face_gain
gemma	bootstrap	120	0	0.59459	0.58894	0.00565
gemma	bootstrap	120	1	0.60297	0.61701	-0.01404
gemma	bootstrap	120	2	0.63372	0.62634	0.00737
gemma	bootstrap	120	3	0.59065	0.56660	0.02406
gemma	bootstrap	120	4	0.60820	0.60363	0.00456
gemma	bootstrap	120	5	0.60143	0.60151	-0.00008
gemma	bootstrap	120	6	0.61119	0.61987	-0.00868
gemma	bootstrap	120	7	0.59035	0.57107	0.01928
gemma	bootstrap	120	8	0.56272	0.55550	0.00722
gemma	bootstrap	120	9	0.61820	0.59986	0.01834
gemma	bootstrap	120	10	0.61693	0.62459	-0.00767
gemma	bootstrap	120	11	0.61253	0.63113	-0.01860
gemma	bootstrap	120	12	0.60034	0.61966	-0.01932
gemma	bootstrap	120	13	0.61482	0.61908	-0.00425
gemma	bootstrap	120	14	0.55965	0.57406	-0.01441
gemma	bootstrap	120	15	0.58929	0.60008	-0.01079
gemma	bootstrap	120	16	0.62776	0.61736	0.01040
gemma	bootstrap	120	17	0.57094	0.60044	-0.02950
gemma	bootstrap	120	18	0.61472	0.60955	0.00517
gemma	bootstrap	120	19	0.60980	0.63153	-0.02173
gemma	bootstrap	120	20	0.63185	0.59114	0.04071
gemma	bootstrap	120	21	0.61332	0.60129	0.01203
gemma	bootstrap	120	22	0.59691	0.60911	-0.01221
gemma	bootstrap	120	23	0.58250	0.62202	-0.03952
gemma	bootstrap	120	24	0.60725	0.62046	-0.01321
gemma	bootstrap	120	25	0.60391	0.62015	-0.01624
gemma	bootstrap	120	26	0.62617	0.63087	-0.00470
gemma	bootstrap	120	27	0.59990	0.60062	-0.00072
gemma	bootstrap	120	28	0.55454	0.58529	-0.03075
gemma	bootstrap	120	29	0.57688	0.59949	-0.02261
gemma	bootstrap	120	30	0.62190	0.60687	0.01502
gemma	bootstrap	120	31	0.61880	0.61008	0.00872
gemma	bootstrap	120	32	0.60470	0.59014	0.01456
gemma	bootstrap	120	33	0.59973	0.61183	-0.01210
gemma	bootstrap	120	34	0.64523	0.62764	0.01759
gemma	bootstrap	120	35	0.61716	0.60509	0.01207
gemma	bootstrap	120	36	0.60266	0.62959	-0.02694
gemma	bootstrap	120	37	0.59071	0.61390	-0.02319
gemma	bootstrap	120	38	0.60677	0.59203	0.01475
gemma	bootstrap	120	39	0.61717	0.64103	-0.02385
gemma	bootstrap	120	40	0.60262	0.61184	-0.00921
gemma	bootstrap	120	41	0.62681	0.61143	0.01538
gemma	bootstrap	120	42	0.59230	0.60968	-0.01739
gemma	bootstrap	120	43	0.58625	0.57600	0.01025
gemma	bootstrap	120	44	0.61852	0.62007	-0.00155
gemma	bootstrap	120	45	0.61135	0.59538	0.01596
gemma	bootstrap	120	46	0.60225	0.60740	-0.00515
gemma	bootstrap	120	47	0.58547	0.58298	0.00250
gemma	bootstrap	120	48	0.59223	0.57622	0.01601
gemma	bootstrap	120	49	0.62159	0.60061	0.02098
gemma	bootstrap	120	50	0.60418	0.58603	0.01815
gemma	bootstrap	120	51	0.60194	0.60354	-0.00161
gemma	bootstrap	120	52	0.60823	0.61790	-0.00967
gemma	bootstrap	120	53	0.58337	0.57879	0.00458
gemma	bootstrap	120	54	0.59112	0.59784	-0.00673
gemma	bootstrap	120	55	0.61704	0.60975	0.00728
gemma	bootstrap	120	56	0.60104	0.61421	-0.01316
gemma	bootstrap	120	57	0.60881	0.62256	-0.01375
gemma	bootstrap	120	58	0.58298	0.60689	-0.02391
gemma	bootstrap	120	59	0.60984	0.58158	0.02826
gemma	bootstrap	120	60	0.60912	0.60977	-0.00065
gemma	bootstrap	120	61	0.63128	0.61470	0.01657
gemma	bootstrap	120	62	0.60991	0.59376	0.01615
gemma	bootstrap	120	63	0.59198	0.59271	-0.00073
gemma	bootstrap	120	64	0.60485	0.60438	0.00047
gemma	bootstrap	120	65	0.59917	0.59847	0.00071
gemma	bootstrap	120	66	0.59046	0.58984	0.00062
gemma	bootstrap	120	67	0.57170	0.58247	-0.01077
gemma	bootstrap	120	68	0.57926	0.57588	0.00338
gemma	bootstrap	120	69	0.60517	0.60786	-0.00269
gemma	bootstrap	120	70	0.57319	0.59087	-0.01768
gemma	bootstrap	120	71	0.59628	0.58783	0.00845
gemma	bootstrap	120	72	0.60552	0.60731	-0.00179
gemma	bootstrap	120	73	0.62500	0.59433	0.03068
gemma	bootstrap	120	74	0.58903	0.60466	-0.01562
gemma	bootstrap	120	75	0.61125	0.60138	0.00987
gemma	bootstrap	120	76	0.60950	0.60021	0.00928
gemma	bootstrap	120	77	0.57639	0.57872	-0.00233
gemma	bootstrap	120	78	0.59016	0.58404	0.00612
gemma	bootstrap	120	79	0.56712	0.59823	-0.03111
gemma	bootstrap	120	80	0.57844	0.59205	-0.01362
gemma	bootstrap	120	81	0.60518	0.60860	-0.00342
gemma	bootstrap	120	82	0.61747	0.60708	0.01039
gemma	bootstrap	120	83	0.57256	0.57708	-0.00452
gemma	bootstrap	120	84	0.63166	0.61777	0.01389
gemma	bootstrap	120	85	0.60117	0.60880	-0.00763
gemma	bootstrap	120	86	0.61212	0.58786	0.02425
gemma	bootstrap	120	87	0.62917	0.63590	-0.00673
gemma	bootstrap	120	88	0.59367	0.58261	0.01106
gemma	bootstrap	120	89	0.60657	0.61281	-0.00624
gemma	bootstrap	120	90	0.59263	0.63063	-0.03800
gemma	bootstrap	120	91	0.56122	0.58277	-0.02155
gemma	bootstrap	120	92	0.61507	0.60114	0.01393
gemma	bootstrap	120	93	0.60941	0.61927	-0.00986
gemma	bootstrap	120	94	0.59280	0.60111	-0.00832
gemma	bootstrap	120	95	0.59235	0.58424	0.00811
gemma	bootstrap	120	96	0.62392	0.59315	0.03077
gemma	bootstrap	120	97	0.58721	0.59983	-0.01262
gemma	bootstrap	120	98	0.58906	0.57643	0.01263
gemma	bootstrap	120	99	0.60808	0.59983	0.00825
gemma	bootstrap	120	100	0.62584	0.63074	-0.00490
gemma	bootstrap	120	101	0.59022	0.61734	-0.02712
gemma	bootstrap	120	102	0.60239	0.59741	0.00498
gemma	bootstrap	120	103	0.58936	0.61389	-0.02453
gemma	bootstrap	120	104	0.60486	0.59624	0.00862
gemma	bootstrap	120	105	0.61378	0.61970	-0.00592
gemma	bootstrap	120	106	0.60852	0.58822	0.02030
gemma	bootstrap	120	107	0.60115	0.59592	0.00523
gemma	bootstrap	120	108	0.62116	0.59255	0.02861
gemma	bootstrap	120	109	0.61768	0.60338	0.01430
gemma	bootstrap	120	110	0.60968	0.60111	0.00857
gemma	bootstrap	120	111	0.57452	0.55778	0.01674
gemma	bootstrap	120	112	0.60763	0.60094	0.00669
gemma	bootstrap	120	113	0.59169	0.59663	-0.00494
gemma	bootstrap	120	114	0.58950	0.59508	-0.00558
gemma	bootstrap	120	115	0.58638	0.61498	-0.02860
gemma	bootstrap	120	116	0.62422	0.61729	0.00693
gemma	bootstrap	120	117	0.59620	0.59904	-0.00285
gemma	bootstrap	120	118	0.60039	0.60208	-0.00169
gemma	bootstrap	120	119	0.61178	0.59207	0.01971
gemma	bootstrap	120	120	0.62860	0.60670	0.02190
gemma	bootstrap	120	121	0.62997	0.63047	-0.00050
gemma	bootstrap	120	122	0.60945	0.61520	-0.00575
gemma	bootstrap	120	123	0.60696	0.59554	0.01142
gemma	bootstrap	120	124	0.58251	0.57613	0.00639
gemma	bootstrap	120	125	0.59798	0.57994	0.01804
gemma	bootstrap	120	126	0.56902	0.59560	-0.02658
gemma	bootstrap	120	127	0.58962	0.59574	-0.00612
gemma	bootstrap	120	128	0.60182	0.62492	-0.02310
gemma	bootstrap	120	129	0.63904	0.61969	0.01936
gemma	bootstrap	120	130	0.61737	0.57559	0.04178
gemma	bootstrap	120	131	0.61889	0.59706	0.02183
gemma	bootstrap	120	132	0.59114	0.61251	-0.02137
gemma	bootstrap	120	133	0.61831	0.60725	0.01107
gemma	bootstrap	120	134	0.62709	0.62489	0.00219
gemma	bootstrap	120	135	0.61076	0.60169	0.00907
gemma	bootstrap	120	136	0.62140	0.63170	-0.01031
gemma	bootstrap	120	137	0.59151	0.59132	0.00019
gemma	bootstrap	120	138	0.58338	0.59076	-0.00738
gemma	bootstrap	120	139	0.60938	0.59319	0.01619
gemma	bootstrap	120	140	0.59973	0.59613	0.00361
gemma	bootstrap	120	141	0.61909	0.61358	0.00551
gemma	bootstrap	120	142	0.61581	0.61205	0.00377
gemma	bootstrap	120	143	0.59430	0.60360	-0.00929
gemma	bootstrap	120	144	0.58526	0.57950	0.00576
gemma	bootstrap	120	145	0.62115	0.59434	0.02682
gemma	bootstrap	120	146	0.61468	0.62326	-0.00858
gemma	bootstrap	120	147	0.59133	0.60267	-0.01133
gemma	bootstrap	120	148	0.59881	0.60090	-0.00209
gemma	bootstrap	120	149	0.60958	0.62253	-0.01294
gemma	bootstrap	120	150	0.60893	0.59968	0.00925
gemma	bootstrap	120	151	0.58256	0.59037	-0.00780
gemma	bootstrap	120	152	0.62331	0.61620	0.00712
gemma	bootstrap	120	153	0.58827	0.59148	-0.00320
gemma	bootstrap	120	154	0.59931	0.61618	-0.01687
gemma	bootstrap	120	155	0.59516	0.59745	-0.00229
gemma	bootstrap	120	156	0.61050	0.60255	0.00795
gemma	bootstrap	120	157	0.57361	0.60096	-0.02735
gemma	bootstrap	120	158	0.57038	0.58805	-0.01767
gemma	bootstrap	120	159	0.58135	0.59402	-0.01268
gemma	bootstrap	120	160	0.61600	0.63364	-0.01764
gemma	bootstrap	120	161	0.62156	0.62008	0.00148
gemma	bootstrap	120	162	0.60293	0.59943	0.00350
gemma	bootstrap	120	163	0.56172	0.58224	-0.02052
gemma	bootstrap	120	164	0.58385	0.57537	0.00848
gemma	bootstrap	120	165	0.59745	0.61167	-0.01422
gemma	bootstrap	120	166	0.58836	0.58047	0.00789
gemma	bootstrap	120	167	0.60253	0.59002	0.01251
gemma	bootstrap	120	168	0.59701	0.62191	-0.02490
gemma	bootstrap	120	169	0.59077	0.58536	0.00540
gemma	bootstrap	120	170	0.62160	0.60431	0.01729
gemma	bootstrap	120	171	0.58504	0.57065	0.01439
gemma	bootstrap	120	172	0.60229	0.59827	0.00403
gemma	bootstrap	120	173	0.61539	0.60146	0.01393
gemma	bootstrap	120	174	0.58650	0.59573	-0.00923
gemma	bootstrap	120	175	0.57776	0.58393	-0.00617
gemma	bootstrap	120	176	0.58407	0.59219	-0.00812
gemma	bootstrap	120	177	0.60264	0.59206	0.01058
gemma	bootstrap	120	178	0.62318	0.63369	-0.01051
gemma	bootstrap	120	179	0.63696	0.59448	0.04248
gemma	bootstrap	120	180	0.59954	0.63028	-0.03074
gemma	bootstrap	120	181	0.60628	0.61249	-0.00622
gemma	bootstrap	120	182	0.60144	0.59663	0.00481
gemma	bootstrap	120	183	0.58828	0.61619	-0.02791
gemma	bootstrap	120	184	0.61609	0.60952	0.00658
gemma	bootstrap	120	185	0.59803	0.61362	-0.01559
gemma	bootstrap	120	186	0.60749	0.59722	0.01027
gemma	bootstrap	120	187	0.58211	0.58989	-0.00778
gemma	bootstrap	120	188	0.61493	0.61373	0.00119
gemma	bootstrap	120	189	0.59932	0.60010	-0.00078
gemma	bootstrap	120	190	0.60512	0.60387	0.00125
gemma	bootstrap	120	191	0.61693	0.59962	0.01731
gemma	bootstrap	120	192	0.60520	0.62926	-0.02406
gemma	bootstrap	120	193	0.61187	0.60727	0.00460
gemma	bootstrap	120	194	0.60852	0.59952	0.00901
gemma	bootstrap	120	195	0.56624	0.61170	-0.04546
gemma	bootstrap	120	196	0.60129	0.60011	0.00119
gemma	bootstrap	120	197	0.58717	0.58778	-0.00062
gemma	bootstrap	120	198	0.64885	0.63660	0.01224
gemma	bootstrap	120	199	0.61564	0.60182	0.01381
gemma	subsample	30	0			-0.03394
gemma	subsample	30	1			0.03589
gemma	subsample	30	2			0.03545
gemma	subsample	30	3			0.03549
gemma	subsample	30	4			0.02633
gemma	subsample	30	5			0.02663
gemma	subsample	30	6			0.02590
gemma	subsample	30	7			0.01223
gemma	subsample	30	8			0.01818
gemma	subsample	30	9			0.00522
gemma	subsample	30	10			0.06026
gemma	subsample	30	11			0.01729
gemma	subsample	30	12			0.02650
gemma	subsample	30	13			0.00489
gemma	subsample	30	14			0.05149
gemma	subsample	30	15			0.04557
gemma	subsample	30	16			-0.02068
gemma	subsample	30	17			0.01683
gemma	subsample	30	18			0.01466
gemma	subsample	30	19			0.02583
gemma	subsample	30	20			0.04798
gemma	subsample	30	21			0.00519
gemma	subsample	30	22			-0.02629
gemma	subsample	30	23			-0.07546
gemma	subsample	30	24			-0.02856
gemma	subsample	30	25			-0.01143
gemma	subsample	30	26			0.01667
gemma	subsample	30	27			0.05699
gemma	subsample	30	28			0.04080
gemma	subsample	30	29			0.00891
gemma	subsample	30	30			0.04815
gemma	subsample	30	31			-0.00625
gemma	subsample	30	32			-0.02922
gemma	subsample	30	33			-0.05243
gemma	subsample	30	34			-0.01114
gemma	subsample	30	35			0.00009
gemma	subsample	30	36			0.00165
gemma	subsample	30	37			-0.01376
gemma	subsample	30	38			0.00570
gemma	subsample	30	39			-0.00532
gemma	subsample	30	40			-0.01122
gemma	subsample	30	41			0.02032
gemma	subsample	30	42			0.02557
gemma	subsample	30	43			0.04061
gemma	subsample	30	44			0.00950
gemma	subsample	30	45			0.03792
gemma	subsample	30	46			0.03334
gemma	subsample	30	47			0.00608
gemma	subsample	30	48			0.00441
gemma	subsample	30	49			0.01246
gemma	subsample	60	0			0.02075
gemma	subsample	60	1			0.00858
gemma	subsample	60	2			0.00196
gemma	subsample	60	3			-0.02098
gemma	subsample	60	4			0.01223
gemma	subsample	60	5			-0.01828
gemma	subsample	60	6			0.02465
gemma	subsample	60	7			0.00194
gemma	subsample	60	8			0.00296
gemma	subsample	60	9			0.00175
gemma	subsample	60	10			0.00833
gemma	subsample	60	11			0.01525
gemma	subsample	60	12			0.00794
gemma	subsample	60	13			-0.00772
gemma	subsample	60	14			0.01962
gemma	subsample	60	15			-0.02136
gemma	subsample	60	16			0.01076
gemma	subsample	60	17			0.00141
gemma	subsample	60	18			0.03076
gemma	subsample	60	19			0.00180
gemma	subsample	60	20			-0.01229
gemma	subsample	60	21			0.00967
gemma	subsample	60	22			-0.01586
gemma	subsample	60	23			-0.00581
gemma	subsample	60	24			0.01457
gemma	subsample	60	25			0.01511
gemma	subsample	60	26			-0.00076
gemma	subsample	60	27			0.01554
gemma	subsample	60	28			-0.01813
gemma	subsample	60	29			0.02894
gemma	subsample	60	30			0.02030
gemma	subsample	60	31			0.02289
gemma	subsample	60	32			0.00537
gemma	subsample	60	33			0.00856
gemma	subsample	60	34			-0.01154
gemma	subsample	60	35			0.01630
gemma	subsample	60	36			0.00383
gemma	subsample	60	37			0.00236
gemma	subsample	60	38			-0.00773
gemma	subsample	60	39			0.01648
gemma	subsample	60	40			0.00374
gemma	subsample	60	41			0.00203
gemma	subsample	60	42			0.00847
gemma	subsample	60	43			0.01676
gemma	subsample	60	44			-0.01363
gemma	subsample	60	45			-0.00361
gemma	subsample	60	46			-0.00074
gemma	subsample	60	47			-0.00278
gemma	subsample	60	48			-0.00289
gemma	subsample	60	49			-0.01293
gemma	subsample	90	0			-0.01204
gemma	subsample	90	1			-0.01386
gemma	subsample	90	2			0.00935
gemma	subsample	90	3			-0.01448
gemma	subsample	90	4			0.00294
gemma	subsample	90	5			-0.02585
gemma	subsample	90	6			0.00174
gemma	subsample	90	7			-0.01279
gemma	subsample	90	8			-0.01225
gemma	subsample	90	9			-0.00375
gemma	subsample	90	10			-0.00187
gemma	subsample	90	11			-0.01299
gemma	subsample	90	12			-0.00794
gemma	subsample	90	13			-0.00060
gemma	subsample	90	14			-0.00914
gemma	subsample	90	15			0.00272
gemma	subsample	90	16			-0.00817
gemma	subsample	90	17			-0.02399
gemma	subsample	90	18			-0.02043
gemma	subsample	90	19			-0.00892
gemma	subsample	90	20			-0.01289
gemma	subsample	90	21			-0.01150
gemma	subsample	90	22			-0.00112
gemma	subsample	90	23			-0.00761
gemma	subsample	90	24			0.00035
gemma	subsample	90	25			-0.01478
gemma	subsample	90	26			-0.00215
gemma	subsample	90	27			0.00408
gemma	subsample	90	28			-0.00577
gemma	subsample	90	29			-0.00785
gemma	subsample	90	30			-0.01830
gemma	subsample	90	31			0.00868
gemma	subsample	90	32			-0.00433
gemma	subsample	90	33			-0.00551
gemma	subsample	90	34			-0.01110
gemma	subsample	90	35			-0.00765
gemma	subsample	90	36			-0.00991
gemma	subsample	90	37			-0.01474
gemma	subsample	90	38			-0.01523
gemma	subsample	90	39			-0.00356
gemma	subsample	90	40			-0.01221
gemma	subsample	90	41			-0.00368
gemma	subsample	90	42			-0.01220
gemma	subsample	90	43			-0.01245
gemma	subsample	90	44			-0.00597
gemma	subsample	90	45			-0.01090
gemma	subsample	90	46			-0.01139
gemma	subsample	90	47			-0.00669
gemma	subsample	90	48			-0.01132
gemma	subsample	90	49			-0.01273
gemma	subsample	120	0			0.01536
gemma	subsample	120	1			0.00854
gemma	subsample	120	2			-0.00875
gemma	subsample	120	3			0.00849
gemma	subsample	120	4			0.00688
gemma	subsample	120	5			0.00284
gemma	subsample	120	6			-0.00661
gemma	subsample	120	7			-0.00441
gemma	subsample	120	8			-0.01251
gemma	subsample	120	9			-0.02440
gemma	subsample	120	10			0.01378
gemma	subsample	120	11			-0.04362
gemma	subsample	120	12			-0.01617
gemma	subsample	120	13			0.00646
gemma	subsample	120	14			-0.00658
gemma	subsample	120	15			0.01786
gemma	subsample	120	16			0.00667
gemma	subsample	120	17			0.00365
gemma	subsample	120	18			-0.03328
gemma	subsample	120	19			0.00630
gemma	subsample	120	20			0.00283
gemma	subsample	120	21			0.00212
gemma	subsample	120	22			-0.02777
gemma	subsample	120	23			-0.01459
gemma	subsample	120	24			0.00325
gemma	subsample	120	25			0.00168
gemma	subsample	120	26			0.01309
gemma	subsample	120	27			-0.00436
gemma	subsample	120	28			-0.00489
gemma	subsample	120	29			0.00159
gemma	subsample	120	30			0.00311
gemma	subsample	120	31			-0.00799
gemma	subsample	120	32			-0.01042
gemma	subsample	120	33			0.00839
gemma	subsample	120	34			-0.01500
gemma	subsample	120	35			0.00718
gemma	subsample	120	36			0.02022
gemma	subsample	120	37			-0.01257
gemma	subsample	120	38			0.01076
gemma	subsample	120	39			0.02046
gemma	subsample	120	40			-0.00204
gemma	subsample	120	41			-0.02011
gemma	subsample	120	42			-0.00540
gemma	subsample	120	43			-0.01557
gemma	subsample	120	44			-0.00061
gemma	subsample	120	45			0.00294
gemma	subsample	120	46			-0.00154
gemma	subsample	120	47			-0.00200
gemma	subsample	120	48			-0.00446
gemma	subsample	120	49			-0.00604
qwen	bootstrap	120	0	0.58731	0.61014	-0.02284
qwen	bootstrap	120	1	0.61488	0.63396	-0.01907
qwen	bootstrap	120	2	0.59558	0.63833	-0.04274
qwen	bootstrap	120	3	0.57765	0.59561	-0.01796
qwen	bootstrap	120	4	0.62366	0.63624	-0.01258
qwen	bootstrap	120	5	0.59910	0.61509	-0.01599
qwen	bootstrap	120	6	0.61416	0.62435	-0.01020
qwen	bootstrap	120	7	0.58146	0.59539	-0.01393
qwen	bootstrap	120	8	0.57858	0.59610	-0.01751
qwen	bootstrap	120	9	0.60959	0.63387	-0.02428
